dept_name,gender,emp_no,from_date,to_date,calendar_year,active
Production,F,110303,1985-01-01,1988-09-09,1993,0
Production,F,110303,1985-01-01,1988-09-09,1994,0
Production,F,110303,1985-01-01,1988-09-09,1995,0
Production,F,110303,1985-01-01,1988-09-09,1996,0
Production,F,110303,1985-01-01,1988-09-09,1997,0
Production,F,110303,1985-01-01,1988-09-09,1998,0
Production,F,110303,1985-01-01,1988-09-09,1999,0
Production,F,110303,1985-01-01,1988-09-09,2000,0
Production,F,110344,1988-09-09,1992-08-02,1985,0
Production,F,110344,1988-09-09,1992-08-02,1986,0
Production,F,110344,1988-09-09,1992-08-02,1987,0
Production,F,110344,1988-09-09,1992-08-02,1988,1
Production,F,110344,1988-09-09,1992-08-02,1989,1
Production,F,110344,1988-09-09,1992-08-02,1990,1
Production,F,110344,1988-09-09,1992-08-02,1991,1
Production,F,110344,1988-09-09,1992-08-02,1992,1
Production,F,110344,1988-09-09,1992-08-02,1993,0
Production,F,110344,1988-09-09,1992-08-02,1994,0
Production,F,110344,1988-09-09,1992-08-02,1995,0
Production,F,110344,1988-09-09,1992-08-02,1996,0
Production,F,110344,1988-09-09,1992-08-02,1997,0
Production,F,110344,1988-09-09,1992-08-02,1998,0
Production,F,110344,1988-09-09,1992-08-02,1999,0
Production,F,110344,1988-09-09,1992-08-02,2000,0
Production,M,110386,1992-08-02,1996-08-30,1985,0
Production,M,110386,1992-08-02,1996-08-30,1986,0
Production,M,110386,1992-08-02,1996-08-30,1987,0
Production,M,110386,1992-08-02,1996-08-30,1988,0
Production,M,110386,1992-08-02,1996-08-30,1989,0
Production,M,110386,1992-08-02,1996-08-30,1990,0
Production,M,110386,1992-08-02,1996-08-30,1991,0
Production,M,110386,1992-08-02,1996-08-30,1992,1
Production,M,110386,1992-08-02,1996-08-30,1993,1
Production,M,110386,1992-08-02,1996-08-30,1994,1
Production,M,110386,1992-08-02,1996-08-30,1995,1
Production,M,110386,1992-08-02,1996-08-30,1996,1
Production,M,110386,1992-08-02,1996-08-30,1997,0
Production,M,110386,1992-08-02,1996-08-30,1998,0
Production,M,110386,1992-08-02,1996-08-30,1999,0
Production,M,110386,1992-08-02,1996-08-30,2000,0
Production,M,110420,1996-08-30,9999-01-01,1985,0
Production,M,110420,1996-08-30,9999-01-01,1986,0
Production,M,110420,1996-08-30,9999-01-01,1987,0
Production,M,110420,1996-08-30,9999-01-01,1988,0
Production,M,110420,1996-08-30,9999-01-01,1989,0
Production,M,110420,1996-08-30,9999-01-01,1990,0
Production,M,110420,1996-08-30,9999-01-01,1991,0
Production,M,110420,1996-08-30,9999-01-01,1992,0
Production,M,110420,1996-08-30,9999-01-01,1993,0
Production,M,110420,1996-08-30,9999-01-01,1994,0
Production,M,110420,1996-08-30,9999-01-01,1995,0
Production,M,110420,1996-08-30,9999-01-01,1996,1
Production,M,110420,1996-08-30,9999-01-01,1997,1
Production,M,110420,1996-08-30,9999-01-01,1998,1
Production,M,110420,1996-08-30,9999-01-01,1999,1
Production,M,110420,1996-08-30,9999-01-01,2000,1
Development,M,110511,1985-01-01,1992-04-25,1985,1
Development,M,110511,1985-01-01,1992-04-25,1986,1
Development,M,110511,1985-01-01,1992-04-25,1987,1
Development,M,110511,1985-01-01,1992-04-25,1988,1
Development,M,110511,1985-01-01,1992-04-25,1989,1
Development,M,110511,1985-01-01,1992-04-25,1990,1
Development,M,110511,1985-01-01,1992-04-25,1991,1
Development,M,110511,1985-01-01,1992-04-25,1992,1
Development,M,110511,1985-01-01,1992-04-25,1993,0
Development,M,110511,1985-01-01,1992-04-25,1994,0
Development,M,110511,1985-01-01,1992-04-25,1995,0
Development,M,110511,1985-01-01,1992-04-25,1996,0
Development,M,110511,1985-01-01,1992-04-25,1997,0
Development,M,110511,1985-01-01,1992-04-25,1998,0
Development,M,110511,1985-01-01,1992-04-25,1999,0
Development,M,110511,1985-01-01,1992-04-25,2000,0
Development,F,110567,1992-04-25,9999-01-01,1985,0
Development,F,110567,1992-04-25,9999-01-01,1986,0
Development,F,110567,1992-04-25,9999-01-01,1987,0
Development,F,110567,1992-04-25,9999-01-01,1988,0
Development,F,110567,1992-04-25,9999-01-01,1989,0
Development,F,110567,1992-04-25,9999-01-01,1990,0
Development,F,110567,1992-04-25,9999-01-01,1991,0
Development,F,110567,1992-04-25,9999-01-01,1992,1
Development,F,110567,1992-04-25,9999-01-01,1993,1
Development,F,110567,1992-04-25,9999-01-01,1994,1
Development,F,110567,1992-04-25,9999-01-01,1995,1
Development,F,110567,1992-04-25,9999-01-01,1996,1
Development,F,110567,1992-04-25,9999-01-01,1997,1
Development,F,110567,1992-04-25,9999-01-01,1998,1
Development,F,110567,1992-04-25,9999-01-01,1999,1
Development,F,110567,1992-04-25,9999-01-01,2000,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1985,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1986,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1987,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1988,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1989,1
"Quality Management",F,110725,1985-01-01,1989-05-06,1990,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1991,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1992,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1993,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1994,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1995,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1996,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1997,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1998,0
"Quality Management",F,110725,1985-01-01,1989-05-06,1999,0
"Quality Management",F,110725,1985-01-01,1989-05-06,2000,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1985,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1986,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1987,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1988,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1989,1
"Quality Management",F,110765,1989-05-06,1991-09-12,1990,1
"Quality Management",F,110765,1989-05-06,1991-09-12,1991,1
"Quality Management",F,110765,1989-05-06,1991-09-12,1992,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1993,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1994,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1995,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1996,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1997,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1998,0
"Quality Management",F,110765,1989-05-06,1991-09-12,1999,0
"Quality Management",F,110765,1989-05-06,1991-09-12,2000,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1985,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1986,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1987,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1988,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1989,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1990,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1991,1
"Quality Management",F,110800,1991-09-12,1994-06-28,1992,1
"Quality Management",F,110800,1991-09-12,1994-06-28,1993,1
"Quality Management",F,110800,1991-09-12,1994-06-28,1994,1
"Quality Management",F,110800,1991-09-12,1994-06-28,1995,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1996,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1997,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1998,0
"Quality Management",F,110800,1991-09-12,1994-06-28,1999,0
"Quality Management",F,110800,1991-09-12,1994-06-28,2000,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1985,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1986,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1987,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1988,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1989,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1990,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1991,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1992,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1993,0
"Quality Management",M,110854,1994-06-28,9999-01-01,1994,1
"Quality Management",M,110854,1994-06-28,9999-01-01,1995,1
"Quality Management",M,110854,1994-06-28,9999-01-01,1996,1
"Quality Management",M,110854,1994-06-28,9999-01-01,1997,1
"Quality Management",M,110854,1994-06-28,9999-01-01,1998,1
"Quality Management",M,110854,1994-06-28,9999-01-01,1999,1
"Quality Management",M,110854,1994-06-28,9999-01-01,2000,1
Sales,M,111035,1985-01-01,1991-03-07,1985,1
Sales,M,111035,1985-01-01,1991-03-07,1986,1
Sales,M,111035,1985-01-01,1991-03-07,1987,1
Sales,M,111035,1985-01-01,1991-03-07,1988,1
Sales,M,111035,1985-01-01,1991-03-07,1989,1
Sales,M,111035,1985-01-01,1991-03-07,1990,1
Sales,M,111035,1985-01-01,1991-03-07,1991,1
Sales,M,111035,1985-01-01,1991-03-07,1992,0
Sales,M,111035,1985-01-01,1991-03-07,1993,0
Sales,M,111035,1985-01-01,1991-03-07,1994,0
Sales,M,111035,1985-01-01,1991-03-07,1995,0
Sales,M,111035,1985-01-01,1991-03-07,1996,0
Sales,M,111035,1985-01-01,1991-03-07,1997,0
Sales,M,111035,1985-01-01,1991-03-07,1998,0
Sales,M,111035,1985-01-01,1991-03-07,1999,0
Sales,M,111035,1985-01-01,1991-03-07,2000,0
Sales,M,111133,1991-03-07,9999-01-01,1985,0
Sales,M,111133,1991-03-07,9999-01-01,1986,0
Sales,M,111133,1991-03-07,9999-01-01,1987,0
Sales,M,111133,1991-03-07,9999-01-01,1988,0
Sales,M,111133,1991-03-07,9999-01-01,1989,0
Sales,M,111133,1991-03-07,9999-01-01,1990,0
Sales,M,111133,1991-03-07,9999-01-01,1991,1
Sales,M,111133,1991-03-07,9999-01-01,1992,1
Sales,M,111133,1991-03-07,9999-01-01,1993,1
Sales,M,111133,1991-03-07,9999-01-01,1994,1
Sales,M,111133,1991-03-07,9999-01-01,1995,1
Sales,M,111133,1991-03-07,9999-01-01,1996,1
Sales,M,111133,1991-03-07,9999-01-01,1997,1
Sales,M,111133,1991-03-07,9999-01-01,1998,1
Sales,M,111133,1991-03-07,9999-01-01,1999,1
Sales,M,111133,1991-03-07,9999-01-01,2000,1
Research,M,111400,1985-01-01,1991-04-08,1985,1
Research,M,111400,1985-01-01,1991-04-08,1986,1
Research,M,111400,1985-01-01,1991-04-08,1987,1
Research,M,111400,1985-01-01,1991-04-08,1988,1
Research,M,111400,1985-01-01,1991-04-08,1989,1
Research,M,111400,1985-01-01,1991-04-08,1990,1
Research,M,111400,1985-01-01,1991-04-08,1991,1
Research,M,111400,1985-01-01,1991-04-08,1992,0
Research,M,111400,1985-01-01,1991-04-08,1993,0
Research,M,111400,1985-01-01,1991-04-08,1994,0
Research,M,111400,1985-01-01,1991-04-08,1995,0
Research,M,111400,1985-01-01,1991-04-08,1996,0
Research,M,111400,1985-01-01,1991-04-08,1997,0
Research,M,111400,1985-01-01,1991-04-08,1998,0
Research,M,111400,1985-01-01,1991-04-08,1999,0
Research,M,111400,1985-01-01,1991-04-08,2000,0
Research,F,111534,1991-04-08,9999-01-01,1985,0
Research,F,111534,1991-04-08,9999-01-01,1986,0
Research,F,111534,1991-04-08,9999-01-01,1987,0
Research,F,111534,1991-04-08,9999-01-01,1988,0
Research,F,111534,1991-04-08,9999-01-01,1989,0
Research,F,111534,1991-04-08,9999-01-01,1990,0
Research,F,111534,1991-04-08,9999-01-01,1991,1
Research,F,111534,1991-04-08,9999-01-01,1992,1
Research,F,111534,1991-04-08,9999-01-01,1993,1
Research,F,111534,1991-04-08,9999-01-01,1994,1
Research,F,111534,1991-04-08,9999-01-01,1995,1
Research,F,111534,1991-04-08,9999-01-01,1996,1
Research,F,111534,1991-04-08,9999-01-01,1997,1
Research,F,111534,1991-04-08,9999-01-01,1998,1
Research,F,111534,1991-04-08,9999-01-01,1999,1
Research,F,111534,1991-04-08,9999-01-01,2000,1
"Customer Service",F,111692,1985-01-01,1988-10-17,1985,1
"Customer Service",F,111692,1985-01-01,1988-10-17,1986,1
"Customer Service",F,111692,1985-01-01,1988-10-17,1987,1
"Customer Service",F,111692,1985-01-01,1988-10-17,1988,1
"Customer Service",F,111692,1985-01-01,1988-10-17,1989,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1990,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1991,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1992,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1993,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1994,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1995,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1996,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1997,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1998,0
"Customer Service",F,111692,1985-01-01,1988-10-17,1999,0
"Customer Service",F,111692,1985-01-01,1988-10-17,2000,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1985,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1986,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1987,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1988,1
"Customer Service",F,111784,1988-10-17,1992-09-08,1989,1
"Customer Service",F,111784,1988-10-17,1992-09-08,1990,1
"Customer Service",F,111784,1988-10-17,1992-09-08,1991,1
"Customer Service",F,111784,1988-10-17,1992-09-08,1992,1
"Customer Service",F,111784,1988-10-17,1992-09-08,1993,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1994,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1995,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1996,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1997,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1998,0
"Customer Service",F,111784,1988-10-17,1992-09-08,1999,0
"Customer Service",F,111784,1988-10-17,1992-09-08,2000,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1985,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1986,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1987,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1988,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1989,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1990,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1991,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1992,1
"Customer Service",F,111877,1992-09-08,1996-01-03,1993,1
"Customer Service",F,111877,1992-09-08,1996-01-03,1994,1
"Customer Service",F,111877,1992-09-08,1996-01-03,1995,1
"Customer Service",F,111877,1992-09-08,1996-01-03,1996,1
"Customer Service",F,111877,1992-09-08,1996-01-03,1997,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1998,0
"Customer Service",F,111877,1992-09-08,1996-01-03,1999,0
"Customer Service",F,111877,1992-09-08,1996-01-03,2000,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1985,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1986,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1987,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1988,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1989,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1990,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1991,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1992,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1993,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1994,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1995,0
"Customer Service",M,111939,1996-01-03,9999-01-01,1996,1
"Customer Service",M,111939,1996-01-03,9999-01-01,1997,1
"Customer Service",M,111939,1996-01-03,9999-01-01,1998,1
"Customer Service",M,111939,1996-01-03,9999-01-01,1999,1
"Customer Service",M,111939,1996-01-03,9999-01-01,2000,1
